Song Title,Song Artist,Beat,BPM,Source,Genre
Women Have A Way With A Fool,Coco Montoya,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,87,Default Library,Rock
All of Me,G.Marks and S. Simons,Beat Buddy: Blues 2Beat Buddy Mini 2: Blues 2,131,Default Library,Blues
O leaozinho,Caetano Veloso,Beat Buddy: Oldie Song 4- Bum cha kaBeat Buddy Mini: Oldie 3Beat Buddy Mini 2: Oldie Song 4- Bum cha ka,127,Default Library,Ballad
Ne me quitte pas,Wyclef Jean,Beat Buddy: In my placeBeat Buddy Mini: My PlaceBeat Buddy Mini 2: In my place,90,Default Library,Ballad
You Make It Easy,Jason Aldean,Beat Buddy: Blues 3- 6/8Beat Buddy Mini: Blues 2Beat Buddy Mini 2: Blues 3- 6/8,66,Default Library,Blues
All Blues,Miles Davis,Beat Buddy: Brushes 5- 3/4 Half time Shuffle PopBeat Buddy Mini: Brushes 3Beat Buddy Mini 2: Brushes 5- 3/4 Half time Shuffle Pop,139,Default Library,Blues
Box of rain,Grateful Dead,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,118,Default Library,Rock
Burning Love,Elivis Presley,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,144,Default Library,Rock
Cadillac Ranch,Nitty Gritty Dirt Band,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,135,Default Library,Rock
Canadian Girls,Dean Brody,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,138,Default Library,Rock
Candyman,Grateful Dead,Beat Buddy: Blues 6- 6/8Beat Buddy Mini: Blues 4Beat Buddy Mini 2: Blues 6- 6/8,118,Default Library,Rock
Despacito,Luis Fonsi ft. Daddy Yankee,Beat Buddy: Brushes 10- Spanish RumbaBeat Buddy Mini: Brushes 5Beat Buddy Mini 2: Brushes 10- Spanish Rumba,89,Default Library,Latin
Cry in shame,Johnny Diesel & The Injectors,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,98,Default Library,Rock
Cum on Feel the Noise,Quiet Roit,Beat Buddy: Punk 1Beat Buddy Mini: Punk 1Beat Buddy Mini 2: Punk 1,145,Default Library,Rock
Keith Urban,Days Go By,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,132,Default Library,Rock
December 63,The Four Seasons,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,103,Default Library,Rock
Eye of the Tiger,Survivor,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,109,Default Library,Rock
Eyes fo the world,Grateful Dead,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,107,Default Library,Rock
Flame Trees,Cold Chisel,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,120,Default Library,Rock
Forget You,Cee Lo Green,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,127,Default Library,Pop
Friday on my Mind,The Easybeats,Beat Buddy: Pop 6- 8thsBeat Buddy Mini: Pop 3Beat Buddy Mini 2: Pop 6- 8ths,190,Default Library,Rock
Friends in low places,Garth Brooks,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,109,Default Library,Blues
Gimme Shelter,The Rolling Stones,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,119,Default Library,Rock
